richness_herb,veg_type,COV_TREES,COV_SHRUBS,cov_evergreen,SOIL_DEPTH,PH,hli_data,mean_annual_temp,annual_prec,prec_warm,tri
47,mixed deciduous,50,75,1.9850499375,20,5.85,0.9353784436630092,14.350000000000025,2343,216.9,7.125018119812012
30,mixed deciduous,60,50,38.21260953456192,6,6.8,0.6927005478832735,16.450000000000045,1650.1,163,30.176313400268555
12,evergreen oak,40,90,82.82373064619301,19,7.02,0.7036636052508476,16.650000000000034,1317.9,132.20000000000002,12.54024600982666
13,evergreen oak,75,5,74.58838322409196,8,6.46,0.8857398235968491,16.150000000000034,1344.3000000000002,133.70000000000002,17.217697143554688
41,mixed deciduous,85,10,0.5,22,5.73,0.7025024875398201,10.750000000000057,2328.8,241.9,22.672420501708984
61,mixed deciduous,30,5,0,15,5.92,0.976653706942738,9.650000000000034,2406.9,255,5.603066444396973
22,mixed deciduous,50,50,0.5,12,6.07,0.9420314666652336,11.150000000000034,2135.6,248.2,3.5422847270965576
21,beech,90,10,0,25,6.73,0.6396253198361734,9.950000000000044,3594.7000000000003,360.5,13.02044964
36,beech,70,2,0,14,6.37,0.7599903718025954,9.050000000000011,3740.4,387.5,41.65980148
39,mixed deciduous,35,20,0.9975,NA,5.72,0.8462583222242789,10.650000000000034,3151.8,332.1,7.538982868
